rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, variable_type, variable_value, attribute_name, attribute_type, attribute_value
GLOBAL,,,XMF-11K,634,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,XMF-11K,634,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,XMF-11K,634,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS ,35675,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,ACR8242XS ,35675,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,4767.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,ACR8242XS ,35675,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"4767.00"
GLOBAL,,,ACR8242XS ,35723,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,ACR8242XS ,35723,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,4767.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,ACR8242XS ,35723,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"4767.00"
GLOBAL,,,IBCN-3,300434061136890,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,IBCN-3,300434061136890,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,IBCN-3,300434061136890,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4881 (AQD 9893),2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-4881 (AQD 9893),2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,600.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-4881 (AQD 9893),2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"600.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4885 (AQD 9470),2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-4885 (AQD 9470),2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-4885 (AQD 9470),2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4888 (AQD 9842),2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-4888 (AQD 9842),2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-4888 (AQD 9842),2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5063 (AQD 9827),2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-5063 (AQD 9827),2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,2005.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-5063 (AQD 9827),2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"2005.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5066 (AQD 9820),2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-5066 (AQD 9820),2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,3020.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-5066 (AQD 9820),2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"3020.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5475 (AQD 8391),2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-5475 (AQD 8391),2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,4700.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Aquadopp DW 2Mhz,A6L-5475 (AQD 8391),2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"4700.00"
GLOBAL,,,WHLS75-I-2,14434,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,WHLS75-I-2,14434,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,130.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,WHLS75-I-2,14434,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"130.00"
GLOBAL,,,WHS300-I-UG306,17055,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,WHS300-I-UG306,17055,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,WHS300-I-UG306,17055,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,SBE37SMP,7899,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,7899,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,2005.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,7899,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"2005.00"
GLOBAL,,,SBE37SMP,9166,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9166,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9166,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,9186,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9186,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9186,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,9191,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9191,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1010.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9191,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1010.00"
GLOBAL,,,SBE37SMP,9193,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9193,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,610.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9193,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"610.00"
GLOBAL,,,SBE37SMP,9194,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9194,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,4700.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9194,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"4700.00"
GLOBAL,,,SBE37SMP,9882,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9882,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9882,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9899,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9899,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,80.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9899,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"80.00"
GLOBAL,,,SBE37SMP,9909,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE37SMP,9909,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE37SMP,9909,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE39,4168,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39,4168,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39,4168,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE39,4591,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39,4591,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39,4591,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE39,4592,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39,4592,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39,4592,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39,4593,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39,4593,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39,4593,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39,4613,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39,4613,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39,4613,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE39,6272,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39,6272,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,3020.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39,6272,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"3020.00"
GLOBAL,,,SBE39plus,39p-8520,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39plus,39p-8520,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,60.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39plus,39p-8520,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"60.00"
GLOBAL,,,SBE39plus,39p-8521,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,SBE39plus,39p-8521,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,SBE39plus,39p-8521,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,Starmon mini,T-4024,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Starmon mini,T-4024,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Starmon mini,T-4024,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,Starmon mini,T-4025,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Starmon mini,T-4025,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Starmon mini,T-4025,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-4026,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Starmon mini,T-4026,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1195.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Starmon mini,T-4026,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1195.00"
GLOBAL,,,Starmon mini,T-4029,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Starmon mini,T-4029,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Starmon mini,T-4029,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Starmon mini,T-4030,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Starmon mini,T-4030,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Starmon mini,T-4030,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Sable,300034013903330,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,Sable,300034013903330,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,Sable,300034013903330,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,811,2018-04-01,2019-11-01,,"","",,,deployment_code,str,"EAC-EAC 4700-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-04-2018,XMF-11K,811,2018-04-01,2019-11-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4700-04-2018,XMF-11K,811,2018-04-01,2019-11-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS,53667,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,ACR8242XS,53667,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4781.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,ACR8242XS,53667,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4781.00"
GLOBAL,,,ACR8242XS ,34325,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,ACR8242XS ,34325,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4781.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,ACR8242XS ,34325,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4781.00"
GLOBAL,,,IBCN-3,300434061232000,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,IBCN-3,300434061232000,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,410.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,IBCN-3,300434061232000,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"410.00"
GLOBAL,,,Aquadopp DW,A3L-5199 (AQD 9848),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW,A3L-5199 (AQD 9848),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,70.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW,A3L-5199 (AQD 9848),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"70.00"
GLOBAL,,,Aquadopp DW 2 MHz,A6L-3657 (AQD 5950),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW 2 MHz,A6L-3657 (AQD 5950),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4700.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW 2 MHz,A6L-3657 (AQD 5950),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4700.00"
GLOBAL,,,Aquadopp DW 2 Mhz,A6L-3640 (AQD 5977),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW 2 Mhz,A6L-3640 (AQD 5977),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,3000.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW 2 Mhz,A6L-3640 (AQD 5977),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"3000.00"
GLOBAL,,,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,2005.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"2005.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5477 (AQD 8461),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW 2Mhz,A6L-5477 (AQD 8461),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,600.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW 2Mhz,A6L-5477 (AQD 8461),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"600.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5478 (AQD 8448),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW 2Mhz,A6L-5478 (AQD 8448),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW 2Mhz,A6L-5478 (AQD 8448),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5480 (AQD 8377),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Aquadopp DW 2Mhz,A6L-5480 (AQD 8377),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Aquadopp DW 2Mhz,A6L-5480 (AQD 8377),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,WHLS75-I-2,14890,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,WHLS75-I-2,14890,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,410.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,WHLS75-I-2,14890,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"410.00"
GLOBAL,,,SBE37SMP,13077,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,13077,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1010.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,13077,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1010.00"
GLOBAL,,,SBE37SMP,13078,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,13078,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,13078,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,15105,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,15105,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,15105,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,4300,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,4300,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,2005.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,4300,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"2005.00"
GLOBAL,,,SBE37SMP,6265,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,6265,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,3205.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,6265,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"3205.00"
GLOBAL,,,SBE37SMP,6266,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,6266,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4700.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,6266,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4700.00"
GLOBAL,,,SBE37SMP,9889,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,9889,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,9889,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9900,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,9900,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,80.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,9900,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"80.00"
GLOBAL,,,SBE37SMP,9910,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE37SMP,9910,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE37SMP,9910,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE39,1003,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,1003,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,1003,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE39,4594,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,4594,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
